Iteration,iris
0,0.9823188776530092
1,0.9529629838722032
2,0.9489347545518431
3,0.9515418875066916
4,0.9030345656932924
5,0.9783729745040614
6,0.8109274374799368
7,0.9451226916874649
8,0.940753805822992
9,0.8743802163004035
10,0.43134687799606775
11,0.265140139475041
12,0.403447552323757
13,0.33216788394570235
14,0.3732935514783385
15,0.23581812698300003
16,0.22620291617753435
17,0.2618087797622282
18,0.22880585272542078
19,0.22106769230694664
20,0.21996536224502075
21,0.15514395338813186
22,0.20795950876072178
23,0.12743572590915003
24,0.14320003010931462
25,0.14002505091834067
26,0.0961552510609008
27,0.10297318241197018
28,0.07470391639777438
29,0.08725493812217663
30,0.08931222531955646
31,0.07221862645779195
32,0.06812968993878168
33,0.058186588874768075
34,0.06730915283071594
35,0.06782788929268571
36,0.06753030025609513
37,0.054004540521205936
38,0.04401167088462571
39,0.05662479440436831
40,0.04147777605305707
41,0.0430830748799126
42,0.04268093362039431
43,0.034384761242975334
44,0.032628260869654944
45,0.03606645492398516
46,0.028042099539177356
47,0.02988827918686505
48,0.03146678714173453
49,0.028999905159197627
50,0.03079868232639249
51,0.03433679986515824
52,0.029785643944727734
53,0.027859604645070136
54,0.030733089917278588
55,0.03225818119332219
56,0.03350439622059043
57,0.03438787694917321
58,0.026006065745711526
59,0.029534020069930556
60,0.03148861111203022
61,0.030308550124691313
62,0.031013015167792823
63,0.026326731905681022
64,0.03034400119982463
65,0.032598486100784085
66,0.03353025541418734
67,0.030115244501184756
68,0.03212804757985246
69,0.03355599647387517
70,0.03490413137147473
71,0.02997915339994549
72,0.03444717294384216
73,0.03413110988774563
74,0.0309956123581559
75,0.02907968483184171
76,0.02937405029099348
77,0.029069965648960826
78,0.02997691776365167
79,0.031244124215180035
80,0.030602418148513943
81,0.03064402760692638
82,0.030009246035974536
83,0.029988922734468616
84,0.030175168014958186
85,0.030491972460141358
86,0.03051937504237103
87,0.03171381474746775
88,0.035922604715708906
89,0.031485325416178545
90,0.03135448243153042
91,0.03367647105270431
92,0.029363702500273425
93,0.028463236879958075
94,0.028157828644186245
95,0.03524495482731353
96,0.030809110489728942
97,0.03377065314008636
98,0.031138100502938793
99,0.0304932629279429
100,0.030716660846319854
101,0.03248259612954753
102,0.03097246441717897
103,0.031009321395730004
104,0.031473747454396926
105,0.03412887683028014
106,0.03257362687949992
107,0.03038527736929173
108,0.03107731004393095
109,0.029474040606047025
110,0.02820558281002026
111,0.030300030453056903
112,0.029502141876043497
113,0.029257885907210145
114,0.03027225175362639
115,0.030530045173072527
116,0.03042234130639244
